,origin,destination,requirement
4216,Bosnia and Herzegovina,Comoros,visa_on_arrival
4217,Bosnia and Herzegovina,Congo [Republic],visa_required
4218,Bosnia and Herzegovina,Congo [DRC],visa_on_arrival
4219,Bosnia and Herzegovina,Costa Rica,visa_required
4220,Bosnia and Herzegovina,Côte d'Ivoire,eta
4221,Bosnia and Herzegovina,Croatia,visa_free
4222,Bosnia and Herzegovina,Cuba,visa_free
4223,Bosnia and Herzegovina,Cyprus,visa_free
4224,Bosnia and Herzegovina,Czech Republic,visa_free
4225,Bosnia and Herzegovina,Denmark,visa_free
4226,Bosnia and Herzegovina,Djibouti,visa_on_arrival
4227,Bosnia and Herzegovina,Dominica,visa_free
4228,Bosnia and Herzegovina,Dominican Republic,visa_free
4229,Bosnia and Herzegovina,Ecuador,visa_free
4230,Bosnia and Herzegovina,Egypt,visa_required
4231,Bosnia and Herzegovina,El Salvador,visa_required
4232,Bosnia and Herzegovina,Equatorial Guinea,visa_required
4233,Bosnia and Herzegovina,Eritrea,visa_required
4234,Bosnia and Herzegovina,Estonia,visa_free
4235,Bosnia and Herzegovina,Eswatini,visa_free
4236,Bosnia and Herzegovina,Ethiopia,visa_on_arrival
4237,Bosnia and Herzegovina,Fiji,visa_required
4238,Bosnia and Herzegovina,Finland,visa_free
4239,Bosnia and Herzegovina,France,visa_free
4240,Bosnia and Herzegovina,Gabon,visa_on_arrival
4241,Bosnia and Herzegovina,Gambia,visa_free
4242,Bosnia and Herzegovina,Georgia,visa_free
4243,Bosnia and Herzegovina,Germany,visa_free
4244,Bosnia and Herzegovina,Ghana,visa_required
4245,Bosnia and Herzegovina,Greece,visa_free
4246,Bosnia and Herzegovina,Grenada,visa_required
4247,Bosnia and Herzegovina,Guatemala,visa_required
4248,Bosnia and Herzegovina,Guinea,visa_on_arrival
4249,Bosnia and Herzegovina,Guinea-Bissau,visa_required
4250,Bosnia and Herzegovina,Guyana,visa_required
4251,Bosnia and Herzegovina,Haiti,visa_free
4252,Bosnia and Herzegovina,Honduras,visa_required
4253,Bosnia and Herzegovina,Hong Kong,visa_free
4254,Bosnia and Herzegovina,Hungary,visa_free
4255,Bosnia and Herzegovina,Iceland,visa_free
4256,Bosnia and Herzegovina,India,visa_on_arrival
4257,Bosnia and Herzegovina,Indonesia,visa_on_arrival
4258,Bosnia and Herzegovina,Iran,visa_on_arrival
4259,Bosnia and Herzegovina,Iraq,visa_required
4260,Bosnia and Herzegovina,Ireland,visa_required
4261,Bosnia and Herzegovina,Israel,visa_required
4262,Bosnia and Herzegovina,Italy,visa_free
4263,Bosnia and Herzegovina,Jamaica,visa_on_arrival
4264,Bosnia and Herzegovina,Japan,visa_required
4265,Bosnia and Herzegovina,Jordan,visa_on_arrival
4266,Bosnia and Herzegovina,Kazakhstan,visa_required
4267,Bosnia and Herzegovina,Kenya,visa_on_arrival
4268,Bosnia and Herzegovina,Kiribati,visa_required
4269,Bosnia and Herzegovina,Kosovo,visa_required
4270,Bosnia and Herzegovina,Kuwait,visa_required
4271,Bosnia and Herzegovina,Kyrgyzstan,visa_free
4272,Bosnia and Herzegovina,Laos,visa_on_arrival
4273,Bosnia and Herzegovina,Latvia,visa_free
4274,Bosnia and Herzegovina,Lebanon,visa_required
4275,Bosnia and Herzegovina,Lesotho,visa_on_arrival
4276,Bosnia and Herzegovina,Liberia,visa_required
4277,Bosnia and Herzegovina,Libya,visa_required
4278,Bosnia and Herzegovina,Liechtenstein,visa_free
4279,Bosnia and Herzegovina,Lithuania,visa_free
4280,Bosnia and Herzegovina,Luxembourg,visa_free
4281,Bosnia and Herzegovina,Macao,visa_free
4282,Bosnia and Herzegovina,Madagascar,visa_on_arrival
4283,Bosnia and Herzegovina,Malawi,visa_on_arrival
4284,Bosnia and Herzegovina,Malaysia,visa_free
4285,Bosnia and Herzegovina,Maldives,visa_on_arrival
4286,Bosnia and Herzegovina,Mali,visa_required
4287,Bosnia and Herzegovina,Malta,visa_free
4288,Bosnia and Herzegovina,Marshall Islands,visa_required
4289,Bosnia and Herzegovina,Mauritania,visa_on_arrival
4290,Bosnia and Herzegovina,Mauritius,visa_on_arrival
4291,Bosnia and Herzegovina,Mexico,visa_required
4292,Bosnia and Herzegovina,Micronesia,visa_free
4293,Bosnia and Herzegovina,Moldova,visa_free
4294,Bosnia and Herzegovina,Monaco,visa_free
4295,Bosnia and Herzegovina,Mongolia,visa_required
4296,Bosnia and Herzegovina,Montenegro,visa_free
4297,Bosnia and Herzegovina,Morocco,visa_required
4298,Bosnia and Herzegovina,Mozambique,visa_on_arrival
4299,Bosnia and Herzegovina,Myanmar [Burma],visa_required
4300,Bosnia and Herzegovina,Namibia,visa_required
4301,Bosnia and Herzegovina,Nauru,visa_required
4302,Bosnia and Herzegovina,Nepal,visa_on_arrival
4303,Bosnia and Herzegovina,Netherlands,visa_free
4304,Bosnia and Herzegovina,New Zealand,visa_required
4305,Bosnia and Herzegovina,Nicaragua,visa_required
4306,Bosnia and Herzegovina,Niger,visa_required
4307,Bosnia and Herzegovina,Nigeria,visa_on_arrival
4308,Bosnia and Herzegovina,North Korea,visa_required
4309,Bosnia and Herzegovina,North Macedonia,visa_free
4310,Bosnia and Herzegovina,Norway,visa_free
4311,Bosnia and Herzegovina,Oman,visa_required
4312,Bosnia and Herzegovina,Pakistan,visa_required
4313,Bosnia and Herzegovina,Palau,visa_on_arrival
4314,Bosnia and Herzegovina,Palestinian Territories,visa_free
4315,Bosnia and Herzegovina,Panama,visa_free
4316,Bosnia and Herzegovina,Papua New Guinea,visa_required
4317,Bosnia and Herzegovina,Paraguay,visa_required
4318,Bosnia and Herzegovina,Peru,visa_required
4319,Bosnia and Herzegovina,Philippines,visa_required
4320,Bosnia and Herzegovina,Poland,visa_free
4321,Bosnia and Herzegovina,Portugal,visa_free
4322,Bosnia and Herzegovina,Qatar,visa_required
4323,Bosnia and Herzegovina,Romania,visa_free
4324,Bosnia and Herzegovina,Russia,visa_free
4325,Bosnia and Herzegovina,Rwanda,visa_on_arrival
4326,Bosnia and Herzegovina,Saint Kitts and Nevis,visa_required
4327,Bosnia and Herzegovina,Saint Lucia,visa_free
4328,Bosnia and Herzegovina,Samoa,visa_on_arrival
4329,Bosnia and Herzegovina,San Marino,visa_free
4330,Bosnia and Herzegovina,São Tomé and Príncipe,visa_required
4331,Bosnia and Herzegovina,Saudi Arabia,visa_required
4332,Bosnia and Herzegovina,Senegal,visa_required
4333,Bosnia and Herzegovina,Serbia,visa_free
4334,Bosnia and Herzegovina,Seychelles,visa_on_arrival
4335,Bosnia and Herzegovina,Sierra Leone,visa_required
4336,Bosnia and Herzegovina,Singapore,visa_free
4337,Bosnia and Herzegovina,Slovakia,visa_free
4338,Bosnia and Herzegovina,Slovenia,visa_free
4339,Bosnia and Herzegovina,Solomon Islands,visa_required
4340,Bosnia and Herzegovina,Somalia,visa_on_arrival
4341,Bosnia and Herzegovina,South Africa,visa_required
4342,Bosnia and Herzegovina,South Korea,eta
4343,Bosnia and Herzegovina,South Sudan,visa_on_arrival
4344,Bosnia and Herzegovina,Spain,visa_free
4345,Bosnia and Herzegovina,Sri Lanka,eta
4346,Bosnia and Herzegovina,Saint Vincent and the Grenadines,visa_free
4347,Bosnia and Herzegovina,Sudan,visa_required
4348,Bosnia and Herzegovina,Suriname,visa_free
4349,Bosnia and Herzegovina,Sweden,visa_free
4350,Bosnia and Herzegovina,Switzerland,visa_free
4351,Bosnia and Herzegovina,Syria,visa_required
4352,Bosnia and Herzegovina,Taiwan,visa_on_arrival
4353,Bosnia and Herzegovina,Tajikistan,visa_required
4354,Bosnia and Herzegovina,Tanzania,visa_on_arrival
4355,Bosnia and Herzegovina,Thailand,visa_required
4356,Bosnia and Herzegovina,Timor-Leste,visa_on_arrival
4357,Bosnia and Herzegovina,Togo,visa_on_arrival
4358,Bosnia and Herzegovina,Tonga,visa_required
4359,Bosnia and Herzegovina,Trinidad and Tobago,visa_free
4360,Bosnia and Herzegovina,Tunisia,visa_free
4361,Bosnia and Herzegovina,Turkmenistan,visa_required
4362,Bosnia and Herzegovina,Tuvalu,visa_on_arrival
4363,Bosnia and Herzegovina,Turkey,visa_free
4364,Bosnia and Herzegovina,Uganda,visa_on_arrival
4365,Bosnia and Herzegovina,Ukraine,visa_free
4366,Bosnia and Herzegovina,United Arab Emirates,visa_required
4367,Bosnia and Herzegovina,United Kingdom,visa_required
4368,Bosnia and Herzegovina,United States of America,visa_required
4369,Bosnia and Herzegovina,Uruguay,visa_required
4370,Bosnia and Herzegovina,Uzbekistan,visa_free
4371,Bosnia and Herzegovina,Vanuatu,visa_required
4372,Bosnia and Herzegovina,Vatican City,visa_free
4373,Bosnia and Herzegovina,Venezuela,visa_required
4374,Bosnia and Herzegovina,Vietnam,visa_on_arrival
4375,Bosnia and Herzegovina,Yemen,visa_required
4376,Bosnia and Herzegovina,Zambia,visa_on_arrival
4377,Bosnia and Herzegovina,Zimbabwe,visa_on_arrival
4378,Bosnia and Herzegovina,Bosnia and Herzegovina,
4379,Botswana,Afghanistan,visa_required
4380,Botswana,Albania,visa_required
4381,Botswana,Algeria,visa_required
4382,Botswana,Andorra,visa_required
4383,Botswana,Angola,visa_free
4384,Botswana,Antigua and Barbuda,visa_free
4385,Botswana,Argentina,visa_required
4386,Botswana,Armenia,visa_required
4387,Botswana,Australia,visa_required
4388,Botswana,Austria,visa_required
4389,Botswana,Azerbaijan,visa_required
4390,Botswana,Bahamas,visa_free
4391,Botswana,Bahrain,visa_required
4392,Botswana,Bangladesh,visa_free
4393,Botswana,Barbados,visa_free
4394,Botswana,Belarus,visa_required
4395,Botswana,Belgium,visa_required
4396,Botswana,Belize,visa_free
4397,Botswana,Benin,visa_free
4398,Botswana,Bhutan,visa_required
4399,Botswana,Bolivia,visa_on_arrival
4400,Botswana,Bosnia and Herzegovina,visa_required
4401,Botswana,Brazil,visa_free
4402,Botswana,Brunei,visa_required
4403,Botswana,Bulgaria,visa_required
4404,Botswana,Burkina Faso,visa_required
4405,Botswana,Burundi,visa_on_arrival
4406,Botswana,Cambodia,visa_on_arrival
4407,Botswana,Cameroon,visa_required
4408,Botswana,Canada,visa_required
4409,Botswana,Cape Verde,visa_on_arrival
4410,Botswana,Central African Republic,visa_required
4411,Botswana,Chad,visa_required
4412,Botswana,Chile,visa_required
4413,Botswana,China,visa_required
4414,Botswana,Colombia,visa_required
4415,Botswana,Comoros,visa_on_arrival
4416,Botswana,Congo [Republic],visa_required
4417,Botswana,Congo [DRC],visa_on_arrival
4418,Botswana,Costa Rica,visa_required
4419,Botswana,Côte d'Ivoire,eta
4420,Botswana,Croatia,visa_required
4421,Botswana,Cuba,visa_on_arrival
4422,Botswana,Cyprus,visa_required
4423,Botswana,Czech Republic,visa_required
4424,Botswana,Denmark,visa_required
4425,Botswana,Djibouti,visa_on_arrival
4426,Botswana,Dominica,visa_free
4427,Botswana,Dominican Republic,visa_free
4428,Botswana,Ecuador,visa_free
4429,Botswana,Egypt,visa_required
4430,Botswana,El Salvador,visa_required
4431,Botswana,Equatorial Guinea,visa_required
4432,Botswana,Eritrea,visa_required
4433,Botswana,Estonia,visa_required
4434,Botswana,Eswatini,visa_free
4435,Botswana,Ethiopia,visa_on_arrival
4436,Botswana,Fiji,visa_free
4437,Botswana,Finland,visa_required
4438,Botswana,France,visa_required
4439,Botswana,Gabon,visa_on_arrival
4440,Botswana,Gambia,visa_free
4441,Botswana,Georgia,visa_free
4442,Botswana,Germany,visa_required
4443,Botswana,Ghana,visa_on_arrival
4444,Botswana,Greece,visa_required
4445,Botswana,Grenada,visa_free
4446,Botswana,Guatemala,visa_required
4447,Botswana,Guinea,visa_on_arrival
4448,Botswana,Guinea-Bissau,visa_required
4449,Botswana,Guyana,visa_free
4450,Botswana,Haiti,visa_free
4451,Botswana,Honduras,visa_required
4452,Botswana,Hong Kong,visa_free
4453,Botswana,Hungary,visa_required
4454,Botswana,Iceland,visa_required
4455,Botswana,India,visa_on_arrival
4456,Botswana,Indonesia,visa_required
4457,Botswana,Iran,visa_on_arrival
4458,Botswana,Iraq,visa_required
4459,Botswana,Ireland,visa_free
4460,Botswana,Israel,visa_free
4461,Botswana,Italy,visa_required
4462,Botswana,Jamaica,visa_free
4463,Botswana,Japan,visa_required
4464,Botswana,Jordan,visa_required
4465,Botswana,Kazakhstan,visa_required
4466,Botswana,Kenya,visa_free
4467,Botswana,Kiribati,visa_required
4468,Botswana,Kosovo,visa_free
4469,Botswana,Kuwait,visa_required
4470,Botswana,Kyrgyzstan,visa_required
4471,Botswana,Laos,visa_on_arrival
4472,Botswana,Latvia,visa_required
4473,Botswana,Lebanon,visa_required
4474,Botswana,Lesotho,visa_free
4475,Botswana,Liberia,visa_required
4476,Botswana,Libya,visa_required
4477,Botswana,Liechtenstein,visa_required
4478,Botswana,Lithuania,visa_required
4479,Botswana,Luxembourg,visa_required
4480,Botswana,Macao,visa_on_arrival
4481,Botswana,Madagascar,visa_on_arrival
4482,Botswana,Malawi,visa_free
4483,Botswana,Malaysia,visa_free
4484,Botswana,Maldives,visa_on_arrival
4485,Botswana,Mali,visa_required
4486,Botswana,Malta,visa_required
4487,Botswana,Marshall Islands,visa_required
4488,Botswana,Mauritania,visa_on_arrival
4489,Botswana,Mauritius,visa_free
4490,Botswana,Mexico,visa_required
4491,Botswana,Micronesia,visa_free
4492,Botswana,Moldova,visa_required
4493,Botswana,Monaco,visa_required
4494,Botswana,Mongolia,visa_required
4495,Botswana,Montenegro,visa_required
4496,Botswana,Morocco,visa_required
4497,Botswana,Mozambique,visa_free
4498,Botswana,Myanmar [Burma],visa_required
4499,Botswana,Namibia,visa_free
4500,Botswana,Nauru,visa_required
4501,Botswana,Nepal,visa_on_arrival
4502,Botswana,Netherlands,visa_required
4503,Botswana,New Zealand,visa_required
4504,Botswana,Nicaragua,visa_required
4505,Botswana,Niger,visa_required
4506,Botswana,Nigeria,visa_on_arrival
4507,Botswana,North Korea,visa_required
4508,Botswana,North Macedonia,visa_free
4509,Botswana,Norway,visa_required
4510,Botswana,Oman,visa_required
4511,Botswana,Pakistan,eta
4512,Botswana,Palau,visa_on_arrival
4513,Botswana,Palestinian Territories,visa_required
4514,Botswana,Panama,visa_free
4515,Botswana,Papua New Guinea,visa_on_arrival
4516,Botswana,Paraguay,visa_required
4517,Botswana,Peru,visa_required
4518,Botswana,Philippines,visa_free
4519,Botswana,Poland,visa_required
4520,Botswana,Portugal,visa_required
4521,Botswana,Qatar,visa_on_arrival
4522,Botswana,Romania,visa_required
4523,Botswana,Russia,visa_free
4524,Botswana,Rwanda,visa_on_arrival
4525,Botswana,Saint Kitts and Nevis,visa_free
4526,Botswana,Saint Lucia,visa_free
4527,Botswana,Samoa,visa_on_arrival
4528,Botswana,San Marino,visa_required
4529,Botswana,São Tomé and Príncipe,visa_required
4530,Botswana,Saudi Arabia,visa_required
4531,Botswana,Senegal,visa_on_arrival
4532,Botswana,Serbia,visa_required
4533,Botswana,Seychelles,visa_on_arrival
4534,Botswana,Sierra Leone,visa_on_arrival
4535,Botswana,Singapore,visa_free
4536,Botswana,Slovakia,visa_required
4537,Botswana,Slovenia,visa_required
4538,Botswana,Solomon Islands,visa_required
4539,Botswana,Somalia,visa_on_arrival
4540,Botswana,South Africa,visa_free
4541,Botswana,South Korea,eta
4542,Botswana,South Sudan,visa_on_arrival
4543,Botswana,Spain,visa_required
4544,Botswana,Sri Lanka,eta
4545,Botswana,Saint Vincent and the Grenadines,visa_free
4546,Botswana,Sudan,visa_required
4547,Botswana,Suriname,visa_free
4548,Botswana,Sweden,visa_required
4549,Botswana,Switzerland,visa_required
4550,Botswana,Syria,visa_required
4551,Botswana,Taiwan,visa_required
4552,Botswana,Tajikistan,visa_required
4553,Botswana,Tanzania,visa_free
4554,Botswana,Thailand,visa_required
4555,Botswana,Timor-Leste,visa_on_arrival
4556,Botswana,Togo,visa_on_arrival
4557,Botswana,Tonga,visa_required
4558,Botswana,Trinidad and Tobago,visa_free
4559,Botswana,Tunisia,visa_required
4560,Botswana,Turkmenistan,visa_required
4561,Botswana,Tuvalu,visa_on_arrival
4562,Botswana,Turkey,visa_required
4563,Botswana,Uganda,visa_free
4564,Botswana,Ukraine,visa_required
4565,Botswana,United Arab Emirates,visa_required
4566,Botswana,United Kingdom,visa_free
4567,Botswana,United States of America,visa_required
4568,Botswana,Uruguay,visa_required
4569,Botswana,Uzbekistan,visa_required
4570,Botswana,Vanuatu,visa_free
4571,Botswana,Vatican City,visa_required
4572,Botswana,Venezuela,visa_required
4573,Botswana,Vietnam,visa_required
4574,Botswana,Yemen,visa_required
4575,Botswana,Zambia,visa_free
4576,Botswana,Zimbabwe,visa_free
4577,Botswana,Botswana,
4578,Brazil,Afghanistan,visa_required
4579,Brazil,Albania,visa_free
4580,Brazil,Algeria,visa_required
4581,Brazil,Andorra,visa_free
4582,Brazil,Angola,visa_on_arrival
4583,Brazil,Antigua and Barbuda,visa_free
4584,Brazil,Argentina,visa_free
4585,Brazil,Armenia,visa_free
4586,Brazil,Australia,visa_required
4587,Brazil,Austria,visa_free
4588,Brazil,Azerbaijan,visa_on_arrival
4589,Brazil,Bahamas,visa_free
4590,Brazil,Bahrain,visa_on_arrival
4591,Brazil,Bangladesh,visa_required
4592,Brazil,Barbados,visa_free
4593,Brazil,Belarus,visa_free
4594,Brazil,Belgium,visa_free
4595,Brazil,Belize,visa_free
4596,Brazil,Benin,visa_required
4597,Brazil,Bhutan,visa_required
4598,Brazil,Bolivia,visa_free
4599,Brazil,Bosnia and Herzegovina,visa_free
4600,Brazil,Botswana,visa_free
4601,Brazil,Brunei,visa_required
4602,Brazil,Bulgaria,visa_free
4603,Brazil,Burkina Faso,visa_on_arrival
4604,Brazil,Burundi,visa_on_arrival
4605,Brazil,Cambodia,visa_on_arrival
4606,Brazil,Cameroon,visa_required
4607,Brazil,Canada,visa_required
4608,Brazil,Cape Verde,visa_free
4609,Brazil,Central African Republic,visa_required
4610,Brazil,Chad,visa_required
4611,Brazil,Chile,visa_free
4612,Brazil,China,visa_required
4613,Brazil,Colombia,visa_free
4614,Brazil,Comoros,visa_on_arrival
4615,Brazil,Congo [Republic],visa_required
4616,Brazil,Congo [DRC],visa_on_arrival
4617,Brazil,Costa Rica,visa_free
4618,Brazil,Côte d'Ivoire,eta
4619,Brazil,Croatia,visa_free
4620,Brazil,Cuba,visa_on_arrival
4621,Brazil,Cyprus,visa_free
4622,Brazil,Czech Republic,visa_free
4623,Brazil,Denmark,visa_free
4624,Brazil,Djibouti,visa_on_arrival
4625,Brazil,Dominica,visa_free
4626,Brazil,Dominican Republic,visa_free
4627,Brazil,Ecuador,visa_free
4628,Brazil,Egypt,visa_on_arrival
4629,Brazil,El Salvador,visa_free
4630,Brazil,Equatorial Guinea,visa_required
4631,Brazil,Eritrea,visa_required
4632,Brazil,Estonia,visa_free
4633,Brazil,Eswatini,visa_free
4634,Brazil,Ethiopia,visa_on_arrival
4635,Brazil,Fiji,visa_free
4636,Brazil,Finland,visa_free
4637,Brazil,France,visa_free
4638,Brazil,Gabon,visa_free
4639,Brazil,Gambia,visa_required
4640,Brazil,Georgia,visa_free
4641,Brazil,Germany,visa_free
4642,Brazil,Ghana,visa_required
4643,Brazil,Greece,visa_free
4644,Brazil,Grenada,visa_free
4645,Brazil,Guatemala,visa_free
4646,Brazil,Guinea,visa_on_arrival
4647,Brazil,Guinea-Bissau,visa_required
4648,Brazil,Guyana,visa_free
4649,Brazil,Haiti,visa_free
4650,Brazil,Honduras,visa_free
4651,Brazil,Hong Kong,visa_free
4652,Brazil,Hungary,visa_free
4653,Brazil,Iceland,visa_free
4654,Brazil,India,visa_on_arrival
4655,Brazil,Indonesia,visa_on_arrival
4656,Brazil,Iran,visa_on_arrival
4657,Brazil,Iraq,visa_required
4658,Brazil,Ireland,visa_free
4659,Brazil,Israel,visa_free
4660,Brazil,Italy,visa_free
4661,Brazil,Jamaica,visa_free
4662,Brazil,Japan,visa_required
4663,Brazil,Jordan,visa_on_arrival
4664,Brazil,Kazakhstan,visa_free
4665,Brazil,Kenya,visa_on_arrival
4666,Brazil,Kiribati,visa_required
4667,Brazil,Kosovo,visa_free
4668,Brazil,Kuwait,visa_required
4669,Brazil,Kyrgyzstan,visa_free
4670,Brazil,Laos,visa_on_arrival
4671,Brazil,Latvia,visa_free
4672,Brazil,Lebanon,visa_on_arrival
4673,Brazil,Lesotho,visa_on_arrival
4674,Brazil,Liberia,visa_required
4675,Brazil,Libya,visa_required
4676,Brazil,Liechtenstein,visa_free
4677,Brazil,Lithuania,visa_free
4678,Brazil,Luxembourg,visa_free
4679,Brazil,Macao,visa_free
4680,Brazil,Madagascar,visa_on_arrival
4681,Brazil,Malawi,visa_on_arrival
4682,Brazil,Malaysia,visa_free
4683,Brazil,Maldives,visa_on_arrival
4684,Brazil,Mali,visa_required
4685,Brazil,Malta,visa_free
4686,Brazil,Marshall Islands,visa_on_arrival
4687,Brazil,Mauritania,visa_on_arrival
4688,Brazil,Mauritius,visa_free
4689,Brazil,Mexico,visa_required
4690,Brazil,Micronesia,visa_free
4691,Brazil,Moldova,visa_free
4692,Brazil,Monaco,visa_free
4693,Brazil,Mongolia,visa_free
4694,Brazil,Montenegro,visa_free
4695,Brazil,Morocco,visa_free
4696,Brazil,Mozambique,visa_on_arrival
4697,Brazil,Myanmar [Burma],visa_required
4698,Brazil,Namibia,visa_free
4699,Brazil,Nauru,visa_required
4700,Brazil,Nepal,visa_on_arrival
4701,Brazil,Netherlands,visa_free
4702,Brazil,New Zealand,eta
4703,Brazil,Nicaragua,visa_free
4704,Brazil,Niger,visa_required
4705,Brazil,Nigeria,visa_on_arrival
4706,Brazil,North Korea,visa_required
4707,Brazil,North Macedonia,visa_free
4708,Brazil,Norway,visa_free
4709,Brazil,Oman,visa_on_arrival
4710,Brazil,Pakistan,visa_required
4711,Brazil,Palau,visa_on_arrival
4712,Brazil,Palestinian Territories,visa_free
4713,Brazil,Panama,visa_free
4714,Brazil,Papua New Guinea,visa_on_arrival
4715,Brazil,Paraguay,visa_free
4716,Brazil,Peru,visa_free
4717,Brazil,Philippines,visa_free
4718,Brazil,Poland,visa_free
4719,Brazil,Portugal,visa_free
4720,Brazil,Qatar,visa_on_arrival
4721,Brazil,Romania,visa_free
4722,Brazil,Russia,visa_free
4723,Brazil,Rwanda,visa_on_arrival
4724,Brazil,Saint Kitts and Nevis,visa_free
4725,Brazil,Saint Lucia,visa_free
4726,Brazil,Samoa,visa_on_arrival
4727,Brazil,San Marino,visa_free
4728,Brazil,São Tomé and Príncipe,visa_free
4729,Brazil,Saudi Arabia,visa_required
4730,Brazil,Senegal,visa_free
4731,Brazil,Serbia,visa_free
4732,Brazil,Seychelles,visa_on_arrival
4733,Brazil,Sierra Leone,visa_on_arrival
4734,Brazil,Singapore,visa_free
4735,Brazil,Slovakia,visa_free
4736,Brazil,Slovenia,visa_free
4737,Brazil,Solomon Islands,visa_on_arrival
4738,Brazil,Somalia,visa_on_arrival
4739,Brazil,South Africa,visa_free
4740,Brazil,South Korea,eta
4741,Brazil,South Sudan,visa_on_arrival
4742,Brazil,Spain,visa_free
4743,Brazil,Sri Lanka,eta
4744,Brazil,Saint Vincent and the Grenadines,visa_free
4745,Brazil,Sudan,visa_required
4746,Brazil,Suriname,visa_free
4747,Brazil,Sweden,visa_free
4748,Brazil,Switzerland,visa_free
4749,Brazil,Syria,visa_required
4750,Brazil,Taiwan,visa_required
4751,Brazil,Tajikistan,visa_on_arrival
4752,Brazil,Tanzania,visa_on_arrival
4753,Brazil,Thailand,visa_free
4754,Brazil,Timor-Leste,visa_on_arrival
4755,Brazil,Togo,visa_on_arrival
4756,Brazil,Tonga,visa_on_arrival
4757,Brazil,Trinidad and Tobago,visa_free
4758,Brazil,Tunisia,visa_free
4759,Brazil,Turkmenistan,visa_required
4760,Brazil,Tuvalu,visa_on_arrival
4761,Brazil,Turkey,visa_free
4762,Brazil,Uganda,visa_on_arrival
4763,Brazil,Ukraine,visa_free
4764,Brazil,United Arab Emirates,visa_free
4765,Brazil,United Kingdom,visa_free
4766,Brazil,United States of America,visa_required
4767,Brazil,Uruguay,visa_free
4768,Brazil,Uzbekistan,visa_free
4769,Brazil,Vanuatu,visa_free
4770,Brazil,Vatican City,visa_free
4771,Brazil,Venezuela,visa_free
4772,Brazil,Vietnam,visa_on_arrival
4773,Brazil,Yemen,visa_required
4774,Brazil,Zambia,visa_on_arrival
4775,Brazil,Zimbabwe,visa_on_arrival
4776,Brazil,Brazil,
4777,Brunei,Afghanistan,visa_required
4778,Brunei,Albania,visa_free
4779,Brunei,Algeria,visa_required
4780,Brunei,Andorra,visa_free
4781,Brunei,Angola,visa_on_arrival
4782,Brunei,Antigua and Barbuda,visa_free
4783,Brunei,Argentina,visa_required
4784,Brunei,Armenia,visa_on_arrival
4785,Brunei,Australia,eta
4786,Brunei,Austria,visa_free
4787,Brunei,Azerbaijan,visa_on_arrival
4788,Brunei,Bahamas,visa_free
4789,Brunei,Bahrain,visa_on_arrival
4790,Brunei,Bangladesh,visa_required
4791,Brunei,Barbados,visa_free
4792,Brunei,Belarus,visa_required
4793,Brunei,Belgium,visa_free
4794,Brunei,Belize,visa_free
4795,Brunei,Benin,visa_required
4796,Brunei,Bhutan,visa_required
4797,Brunei,Bolivia,visa_on_arrival
4798,Brunei,Bosnia and Herzegovina,visa_free
4799,Brunei,Botswana,visa_free
4800,Brunei,Brazil,visa_required
4801,Brunei,Bulgaria,visa_free
4802,Brunei,Burkina Faso,visa_required
4803,Brunei,Burundi,visa_on_arrival
4804,Brunei,Cambodia,visa_free
4805,Brunei,Cameroon,visa_required
4806,Brunei,Canada,eta
4807,Brunei,Cape Verde,visa_on_arrival
4808,Brunei,Central African Republic,visa_required
4809,Brunei,Chad,visa_required
4810,Brunei,Chile,visa_required
4811,Brunei,China,visa_required
4812,Brunei,Colombia,visa_free
4813,Brunei,Comoros,visa_on_arrival
4814,Brunei,Congo [Republic],visa_required
4815,Brunei,Congo [DRC],visa_on_arrival
4816,Brunei,Costa Rica,visa_free
4817,Brunei,Côte d'Ivoire,eta
4818,Brunei,Croatia,visa_free
4819,Brunei,Cuba,visa_on_arrival
4820,Brunei,Cyprus,visa_free
4821,Brunei,Czech Republic,visa_free
4822,Brunei,Denmark,visa_free
4823,Brunei,Djibouti,visa_on_arrival
4824,Brunei,Dominica,visa_free
4825,Brunei,Dominican Republic,visa_free
4826,Brunei,Ecuador,visa_free
4827,Brunei,Egypt,visa_on_arrival
4828,Brunei,El Salvador,visa_free
4829,Brunei,Equatorial Guinea,visa_required
4830,Brunei,Eritrea,visa_required
4831,Brunei,Estonia,visa_free
4832,Brunei,Eswatini,visa_free
4833,Brunei,Ethiopia,visa_on_arrival
4834,Brunei,Fiji,visa_free
4835,Brunei,Finland,visa_free
4836,Brunei,France,visa_free
4837,Brunei,Gabon,visa_on_arrival
4838,Brunei,Gambia,visa_free
4839,Brunei,Georgia,visa_free
4840,Brunei,Germany,visa_free
4841,Brunei,Ghana,visa_required
4842,Brunei,Greece,visa_free
4843,Brunei,Grenada,visa_free
4844,Brunei,Guatemala,visa_free
4845,Brunei,Guinea,visa_on_arrival
4846,Brunei,Guinea-Bissau,visa_required
4847,Brunei,Guyana,visa_required
4848,Brunei,Haiti,visa_free
4849,Brunei,Honduras,visa_free
4850,Brunei,Hong Kong,visa_free
4851,Brunei,Hungary,visa_free
4852,Brunei,Iceland,visa_free
4853,Brunei,India,visa_on_arrival
4854,Brunei,Indonesia,visa_free
4855,Brunei,Iran,visa_on_arrival
4856,Brunei,Iraq,visa_required
4857,Brunei,Ireland,visa_free
4858,Brunei,Israel,visa_required
4859,Brunei,Italy,visa_free
4860,Brunei,Jamaica,visa_free
